"","Response","Context","Subject","Item","Rater","ContextIPA"
"1016","1","isolation","p03","naa7-v","R03","Isolation"
"1017","4","n-n","p03","naam-w","R03","n-n"
"1018","1","isolation","p03","naam-v","R03","Isolation"
"1019","5","o-n","p03","doom-w","R03","o-n"
"1020","1","isolation","p03","doom-v","R03","Isolation"
"1021","4","3-n","p03","3oon-w","R03","<U+0295>-n"
"1022","5","n-n","p03","noom-w","R03","n-n"
"1023","1","3-o","p03","3eeb-w","R03","<U+0295>-o"
"1024","1","isolation","p03","3eeb-v","R03","Isolation"
"1025","4","3-n","p03","3aam-w","R03","<U+0295>-n"
"1026","1","7-o","p03","7aad-w","R03","h-o"
"1027","4","3-n","p03","3een-w","R03","<U+0295>-n"
"1028","1","3-o","p03","3iish-w","R03","<U+0295>-o"
"1029","1","7-o","p03","7eef-w","R03","h-o"
"1030","1","isolation","p03","7eef-v","R03","Isolation"
"1031","4","o-n","p03","saam-w","R03","o-n"
"1032","1","isolation","p03","saam-v","R03","Isolation"
"1033","1","o-3","p03","baa3-w","R03","o-<U+0295>"
"1034","1","o-o","p03","beet-w","R03","o-o"
"1035","1","o-o","p03","boosh-w","R03","o-o"
"1036","5","n-3","p06","noo3-w","R03","n-<U+0295>"
"1037","2","isolation","p06","noo3-v","R03","Isolation"
"1038","1","o-o","p06","daas-w","R03","o-o"
"1039","4","n-o","p06","maat-w","R03","n-o"
"1040","1","isolation","p06","maat-v","R03","Isolation"
"1041","5","7-n","p06","7en-w","R03","h-n"
"1042","1","o-n","p06","diin-w","R03","o-n"
"1043","1","o-7","p06","zaa7-w","R03","o-h"
"1044","3","o-3","p06","djuu3-w","R03","o-<U+0295>"
"1045","1","isolation","p06","djuu3-v","R03","Isolation"
"1046","5","n-7","p06","nuu7-w","R03","n-h"
"1047","1","isolation","p06","nuu7-v","R03","Isolation"
"1048","1","3--3","p06","3oo3-w","R03","<U+0295>-<U+0295>"
"1049","1","isolation","p06","3oo3-v","R03","Isolation"
"1050","1","o-7","p06","loo7-w","R03","o-h"
"1051","1","o-3","p06","bii3-w","R03","o-<U+0295>"
"1052","1","isolation","p06","bii3-v","R03","Isolation"
"1053","1","o-7","p06","zii7-w","R03","o-h"
"1054","5","n-n","p06","noom-w","R03","n-n"
"1055","5","n-n","p06","muun-w","R03","n-n"
"1056","5","n-o","p06","muus-w","R03","n-o"
"1057","1","n-o","p06","mooz-w","R03","n-o"
"1058","4","7-o","p06","7ook-w","R03","h-o"
"1059","4","7-n","p06","7oom-w","R03","h-n"
"1060","1","3-o","p06","3aaf-w","R03","<U+0295>-o"
"1061","1","n-7","p06","naa7-w","R03","n-h"
"1062","1","isolation","p06","naa7-v","R03","Isolation"
"1063","4","n-n","p06","naam-w","R03","n-n"
"1064","1","isolation","p06","naam-v","R03","Isolation"
"1065","2","o-n","p06","doom-w","R03","o-n"
"1066","1","isolation","p06","doom-v","R03","Isolation"
"1067","4","3-n","p06","3oon-w","R03","<U+0295>-n"
"1068","1","3-o","p06","3eeb-w","R03","<U+0295>-o"
"1069","1","isolation","p06","3eeb-v","R03","Isolation"
"1070","4","3-n","p06","3aam-w","R03","<U+0295>-n"
"1071","1","7-o","p06","7aad-w","R03","h-o"
"1072","1","3-n","p06","3een-w","R03","<U+0295>-n"
"1073","1","3-o","p06","3iish-w","R03","<U+0295>-o"
"1074","1","7-o","p06","7eef-w","R03","h-o"
"1075","1","isolation","p06","7eef-v","R03","Isolation"
"1076","4","o-n","p06","saam-w","R03","o-n"
"1077","1","isolation","p06","saam-v","R03","Isolation"
"1078","2","o-3","p06","baa3-w","R03","o-<U+0295>"
"1079","1","o-o","p06","beet-w","R03","o-o"
"1080","1","o-o","p06","boosh-w","R03","o-o"
"1081","5","n-3","p07","noo3-w","R03","n-<U+0295>"
"1082","1","isolation","p07","noo3-v","R03","Isolation"
"1083","1","o-3","p07","djuu3-w","R03","o-<U+0295>"
"1084","1","isolation","p07","djuu3-v","R03","Isolation"
"1085","5","n-7","p07","nuu7-w","R03","n-h"
"1086","1","isolation","p07","nuu7-v","R03","Isolation"
"1087","1","3--3","p07","3oo3-w","R03","<U+0295>-<U+0295>"
"1088","1","isolation","p07","3oo3-v","R03","Isolation"
"1089","4","o-7","p07","loo7-w","R03","o-h"
"1090","1","o-3","p07","bii3-w","R03","o-<U+0295>"
"1091","1","isolation","p07","bii3-v","R03","Isolation"
"1092","1","o-7","p07","zii7-w","R03","o-h"
"1093","1","o-o","p07","daas-w","R03","o-o"
"1094","1","n-o","p07","maat-w","R03","n-o"
"1095","1","isolation","p07","maat-v","R03","Isolation"
"1096","3","7-n","p07","7en-w","R03","h-n"
"1097","4","o-n","p07","diin-w","R03","o-n"
"1098","1","o-7","p07","zaa7-w","R03","o-h"
"1099","1","n-7","p07","naa7-w","R03","n-h"
"1100","1","isolation","p07","naa7-v","R03","Isolation"
"1101","1","n-n","p07","naam-w","R03","n-n"
"1102","1","isolation","p07","naam-v","R03","Isolation"
"1103","1","o-n","p07","doom-w","R03","o-n"
"1104","1","isolation","p07","doom-v","R03","Isolation"
"1105","1","3-n","p07","3oon-w","R03","<U+0295>-n"
"1106","4","n-n","p07","noom-w","R03","n-n"
"1107","5","n-n","p07","muun-w","R03","n-n"
"1108","5","n-o","p07","muus-w","R03","n-o"
"1109","4","n-o","p07","mooz-w","R03","n-o"
"1110","1","7-o","p07","7ook-w","R03","h-o"
"1111","5","7-n","p07","7oom-w","R03","h-n"
"1112","1","3-o","p07","3aaf-w","R03","<U+0295>-o"
"1113","1","3-o","p07","3eeb-w","R03","<U+0295>-o"
"1114","4","isolation","p07","3eeb-v","R03","Isolation"
"1115","4","o-n","p07","saam-w","R03","o-n"
"1116","1","isolation","p07","saam-v","R03","Isolation"
"1117","5","3-n","p07","3aam-w","R03","<U+0295>-n"
"1118","1","7-o","p07","7aad-w","R03","h-o"
"1119","4","3-n","p07","3een-w","R03","<U+0295>-n"
"1120","1","3-o","p07","3iish-w","R03","<U+0295>-o"
"1121","2","7-o","p07","7eef-w","R03","h-o"
"1122","1","isolation","p07","7eef-v","R03","Isolation"
"1123","1","o-3","p07","baa3-w","R03","o-<U+0295>"
"1124","1","o-o","p07","beet-w","R03","o-o"
"1125","4","o-o","p07","boosh-w","R03","o-o"
"1126","1","n-3","p08","noo3-w","R03","n-<U+0295>"
"1127","1","isolation","p08","noo3-v","R03","Isolation"
"1128","1","o-o","p08","daas-w","R03","o-o"
"1129","5","n-o","p08","maat-w","R03","n-o"
"1130","1","isolation","p08","maat-v","R03","Isolation"
"1131","1","7-n","p08","7en-w","R03","h-n"
"1132","5","o-n","p08","diin-w","R03","o-n"
"1133","5","o-3","p08","djuu3-w","R03","o-<U+0295>"
"1134","1","isolation","p08","djuu3-v","R03","Isolation"
"1135","5","n-7","p08","nuu7-w","R03","n-h"
"1136","1","isolation","p08","nuu7-v","R03","Isolation"
"1137","1","3--3","p08","3oo3-w","R03","<U+0295>-<U+0295>"
"1138","1","isolation","p08","3oo3-v","R03","Isolation"
"1139","1","o-7","p08","loo7-w","R03","o-h"
"1140","1","o-3","p08","bii3-w","R03","o-<U+0295>"
"1141","1","isolation","p08","bii3-v","R03","Isolation"
"1142","2","o-7","p08","zii7-w","R03","o-h"
"1143","1","o-7","p08","zaa7-w","R03","o-h"
"1144","5","o-n","p08","doom-w","R03","o-n"
"1145","2","isolation","p08","doom-v","R03","Isolation"
"1146","5","3-n","p08","3oon-w","R03","<U+0295>-n"
"1147","5","n-n","p08","noom-w","R03","n-n"
"1148","5","n-n","p08","muun-w","R03","n-n"
"1149","5","n-o","p08","muus-w","R03","n-o"
"1150","5","n-o","p08","mooz-w","R03","n-o"
"1151","1","7-o","p08","7ook-w","R03","h-o"
"1152","4","7-n","p08","7oom-w","R03","h-n"
"1153","1","3-o","p08","3aaf-w","R03","<U+0295>-o"
"1154","4","n-7","p08","naa7-w","R03","n-h"
"1155","1","isolation","p08","naa7-v","R03","Isolation"
"1156","4","n-n","p08","naam-w","R03","n-n"
"1157","1","isolation","p08","naam-v","R03","Isolation"
"1158","1","3-o","p08","3eeb-w","R03","<U+0295>-o"
"1159","2","isolation","p08","3eeb-v","R03","Isolation"
"1160","4","o-n","p08","saam-w","R03","o-n"
"1161","1","isolation","p08","saam-v","R03","Isolation"
"1162","3","3-n","p08","3aam-w","R03","<U+0295>-n"
"1163","1","7-o","p08","7aad-w","R03","h-o"
"1164","4","3-n","p08","3een-w","R03","<U+0295>-n"
"1165","1","3-o","p08","3iish-w","R03","<U+0295>-o"
"1166","1","7-o","p08","7eef-w","R03","h-o"
"1167","1","isolation","p08","7eef-v","R03","Isolation"
"1168","1","o-3","p08","baa3-w","R03","o-<U+0295>"
"1169","1","o-o","p08","beet-w","R03","o-o"
"1170","1","o-o","p08","boosh-w","R03","o-o"
"1171","3","n-3","p09","noo3-w","R03","n-<U+0295>"
"1172","1","isolation","p09","noo3-v","R03","Isolation"
"1173","1","o-o","p09","daas-w","R03","o-o"
"1174","5","n-o","p09","maat-w","R03","n-o"
"1175","1","isolation","p09","maat-v","R03","Isolation"
"1176","2","7-n","p09","7en-w","R03","h-n"
"1177","4","o-n","p09","diin-w","R03","o-n"
"1178","2","o-7","p09","zaa7-w","R03","o-h"
"1179","4","o-3","p09","djuu3-w","R03","o-<U+0295>"
"1180","1","isolation","p09","djuu3-v","R03","Isolation"
"1181","4","n-7","p09","nuu7-w","R03","n-h"
"1182","1","isolation","p09","nuu7-v","R03","Isolation"
"1183","1","3--3","p09","3oo3-w","R03","<U+0295>-<U+0295>"
"1184","1","isolation","p09","3oo3-v","R03","Isolation"
"1185","1","o-7","p09","loo7-w","R03","o-h"
"1186","1","o-3","p09","bii3-w","R03","o-<U+0295>"
"1187","1","isolation","p09","bii3-v","R03","Isolation"
"1188","2","o-7","p09","zii7-w","R03","o-h"
"1189","3","n-n","p09","noom-w","R03","n-n"
"1190","5","n-n","p09","muun-w","R03","n-n"
"1191","5","n-o","p09","muus-w","R03","n-o"
"1192","5","n-o","p09","mooz-w","R03","n-o"
"1193","1","7-o","p09","7ook-w","R03","h-o"
"1194","5","7-n","p09","7oom-w","R03","h-n"
"1195","1","3-o","p09","3aaf-w","R03","<U+0295>-o"
"1196","4","n-7","p09","naa7-w","R03","n-h"
"1197","1","isolation","p09","naa7-v","R03","Isolation"
"1198","4","n-n","p09","naam-w","R03","n-n"
"1199","1","isolation","p09","naam-v","R03","Isolation"
"1200","4","o-n","p09","doom-w","R03","o-n"
"1201","1","isolation","p09","doom-v","R03","Isolation"
"1202","3","3-n","p09","3oon-w","R03","<U+0295>-n"
"1203","1","3-o","p09","3eeb-w","R03","<U+0295>-o"
"1204","1","isolation","p09","3eeb-v","R03","Isolation"
"1205","4","o-n","p09","saam-w","R03","o-n"
"1206","1","isolation","p09","saam-v","R03","Isolation"
"1207","3","3-n","p09","3aam-w","R03","<U+0295>-n"
"1208","1","7-o","p09","7aad-w","R03","h-o"
"1209","3","3-n","p09","3een-w","R03","<U+0295>-n"
"1210","1","3-o","p09","3iish-w","R03","<U+0295>-o"
"1211","1","7-o","p09","7eef-w","R03","h-o"
"1212","1","isolation","p09","7eef-v","R03","Isolation"
"1213","1","o-3","p09","baa3-w","R03","o-<U+0295>"
"1214","1","o-o","p09","beet-w","R03","o-o"
"1215","4","o-o","p09","boosh-w","R03","o-o"
"1216","4","n-3","p04","noo3-w","R04","n-<U+0295>"
"1217","5","isolation","p04","noo3-v","R04","Isolation"
"1218","2","o-3","p04","djuu3-w","R04","o-<U+0295>"
"1219","2","isolation","p04","djuu3-v","R04","Isolation"
"1220","2","n-7","p04","nuu7-w","R04","n-h"
"1221","4","isolation","p04","nuu7-v","R04","Isolation"
"1222","2","3--3","p04","3oo3-w","R04","<U+0295>-<U+0295>"
"1223","3","isolation","p04","3oo3-v","R04","Isolation"
"1224","2","o-7","p04","loo7-w","R04","o-h"
"1225","1","o-3","p04","bii3-w","R04","o-<U+0295>"
"1226","3","isolation","p04","bii3-v","R04","Isolation"
"1227","3","o-7","p04","zii7-w","R04","o-h"
"1228","4","o-o","p04","daas-w","R04","o-o"
"1229","4","n-o","p04","maat-w","R04","n-o"
"1230","5","isolation","p04","maat-v","R04","Isolation"
"1231","2","7-n","p04","7en-w","R04","h-n"
"1232","5","o-n","p04","diin-w","R04","o-n"
"1233","3","o-7","p04","zaa7-w","R04","o-h"
"1234","4","n-7","p04","naa7-w","R04","n-h"
"1235","3","isolation","p04","naa7-v","R04","Isolation"
"1236","5","n-n","p04","naam-w","R04","n-n"
"1237","4","isolation","p04","naam-v","R04","Isolation"
"1238","5","o-n","p04","doom-w","R04","o-n"
"1239","4","isolation","p04","doom-v","R04","Isolation"
"1240","3","3-n","p04","3oon-w","R04","<U+0295>-n"
"1241","5","n-n","p04","noom-w","R04","n-n"
"1242","3","n-n","p04","muun-w","R04","n-n"
"1243","4","n-o","p04","muus-w","R04","n-o"
"1244","5","n-o","p04","mooz-w","R04","n-o"
"1245","1","7-o","p04","7ook-w","R04","h-o"
"1246","5","7-n","p04","7oom-w","R04","h-n"
"1247","3","3-o","p04","3aaf-w","R04","<U+0295>-o"
"1248","3","3-o","p04","3eeb-w","R04","<U+0295>-o"
"1249","5","isolation","p04","3eeb-v","R04","Isolation"
"1250","5","3-n","p04","3aam-w","R04","<U+0295>-n"
"1251","5","7-o","p04","7aad-w","R04","h-o"
"1252","5","3-n","p04","3een-w","R04","<U+0295>-n"
"1253","2","3-o","p04","3iish-w","R04","<U+0295>-o"
"1254","4","7-o","p04","7eef-w","R04","h-o"
"1255","4","isolation","p04","7eef-v","R04","Isolation"
"1256","5","o-n","p04","saam-w","R04","o-n"
"1257","3","isolation","p04","saam-v","R04","Isolation"
"1258","3","o-3","p04","baa3-w","R04","o-<U+0295>"
"1259","1","o-o","p04","beet-w","R04","o-o"
"1260","2","o-o","p04","boosh-w","R04","o-o"
"1261","5","n-3","p01","noo3-w","R04","n-<U+0295>"
"1262","2","isolation","p01","noo3-v","R04","Isolation"
"1263","3","o-o","p01","daas-w","R04","o-o"
"1264","5","n-o","p01","maat-w","R04","n-o"
"1265","2","isolation","p01","maat-v","R04","Isolation"
"1266","5","7-n","p01","7en-w","R04","h-n"
"1267","3","o-n","p01","diin-w","R04","o-n"
"1268","2","o-7","p01","zaa7-w","R04","o-h"
"1269","2","o-3","p01","djuu3-w","R04","o-<U+0295>"
"1270","3","isolation","p01","djuu3-v","R04","Isolation"
"1271","3","n-7","p01","nuu7-w","R04","n-h"
"1272","1","isolation","p01","nuu7-v","R04","Isolation"
"1273","2","3--3","p01","3oo3-w","R04","<U+0295>-<U+0295>"
"1274","1","isolation","p01","3oo3-v","R04","Isolation"
"1275","2","o-7","p01","loo7-w","R04","o-h"
"1276","2","o-3","p01","bii3-w","R04","o-<U+0295>"
"1277","2","isolation","p01","bii3-v","R04","Isolation"
"1278","2","o-7","p01","zii7-w","R04","o-h"
"1279","4","3-n","p01","3oon-w","R04","<U+0295>-n"
"1280","5","n-n","p01","noom-w","R04","n-n"
"1281","5","n-n","p01","muun-w","R04","n-n"
"1282","5","n-o","p01","muus-w","R04","n-o"
"1283","5","n-o","p01","mooz-w","R04","n-o"
"1284","2","7-o","p01","7ook-w","R04","h-o"
"1285","4","7-n","p01","7oom-w","R04","h-n"
"1286","3","3-o","p01","3aaf-w","R04","<U+0295>-o"
"1287","5","n-7","p01","naa7-w","R04","n-h"
"1288","2","isolation","p01","naa7-v","R04","Isolation"
"1289","5","n-n","p01","naam-w","R04","n-n"
"1290","1","isolation","p01","naam-v","R04","Isolation"
"1291","4","o-n","p01","doom-w","R04","o-n"
"1292","2","isolation","p01","doom-v","R04","Isolation"
"1293","5","3-o","p01","3eeb-w","R04","<U+0295>-o"
"1294","3","isolation","p01","3eeb-v","R04","Isolation"
"1295","4","3-n","p01","3aam-w","R04","<U+0295>-n"
"1296","2","7-o","p01","7aad-w","R04","h-o"
"1297","5","3-n","p01","3een-w","R04","<U+0295>-n"
"1298","4","3-o","p01","3iish-w","R04","<U+0295>-o"
"1299","2","7-o","p01","7eef-w","R04","h-o"
"1300","4","isolation","p01","7eef-v","R04","Isolation"
"1301","4","o-n","p01","saam-w","R04","o-n"
"1302","1","isolation","p01","saam-v","R04","Isolation"
"1303","5","o-3","p01","baa3-w","R04","o-<U+0295>"
"1304","1","o-o","p01","beet-w","R04","o-o"
"1305","1","o-o","p01","boosh-w","R04","o-o"
"1306","4","n-3","p05","noo3-w","R04","n-<U+0295>"
"1307","4","isolation","p05","noo3-v","R04","Isolation"
"1308","4","o-o","p05","daas-w","R04","o-o"
"1309","4","n-o","p05","maat-w","R04","n-o"
"1310","2","isolation","p05","maat-v","R04","Isolation"
"1311","4","7-n","p05","7en-w","R04","h-n"
"1312","2","o-n","p05","diin-w","R04","o-n"
"1313","1","o-7","p05","zaa7-w","R04","o-h"
"1314","1","o-3","p05","djuu3-w","R04","o-<U+0295>"
"1315","3","isolation","p05","djuu3-v","R04","Isolation"
"1316","5","n-7","p05","nuu7-w","R04","n-h"
"1317","4","isolation","p05","nuu7-v","R04","Isolation"
"1318","3","3--3","p05","3oo3-w","R04","<U+0295>-<U+0295>"
"1319","2","isolation","p05","3oo3-v","R04","Isolation"
"1320","1","o-7","p05","loo7-w","R04","o-h"
"1321","1","o-3","p05","bii3-w","R04","o-<U+0295>"
"1322","2","isolation","p05","bii3-v","R04","Isolation"
"1323","2","o-7","p05","zii7-w","R04","o-h"
"1324","5","n-n","p05","noom-w","R04","n-n"
"1325","5","n-n","p05","muun-w","R04","n-n"
"1326","5","n-o","p05","muus-w","R04","n-o"
"1327","5","n-o","p05","mooz-w","R04","n-o"
"1328","2","7-o","p05","7ook-w","R04","h-o"
"1329","2","7-n","p05","7oom-w","R04","h-n"
"1330","2","3-o","p05","3aaf-w","R04","<U+0295>-o"
"1331","4","n-7","p05","naa7-w","R04","n-h"
"1332","4","isolation","p05","naa7-v","R04","Isolation"
"1333","5","n-n","p05","naam-w","R04","n-n"
"1334","3","isolation","p05","naam-v","R04","Isolation"
"1335","4","o-n","p05","doom-w","R04","o-n"
"1336","4","isolation","p05","doom-v","R04","Isolation"
"1337","5","3-n","p05","3oon-w","R04","<U+0295>-n"
"1338","2","3-o","p05","3eeb-w","R04","<U+0295>-o"
"1339","4","isolation","p05","3eeb-v","R04","Isolation"
"1340","4","o-n","p05","saam-w","R04","o-n"
"1341","2","isolation","p05","saam-v","R04","Isolation"
"1342","5","3-n","p05","3aam-w","R04","<U+0295>-n"
"1343","2","7-o","p05","7aad-w","R04","h-o"
"1344","5","3-n","p05","3een-w","R04","<U+0295>-n"
"1345","2","3-o","p05","3iish-w","R04","<U+0295>-o"
"1346","4","7-o","p05","7eef-w","R04","h-o"
"1347","3","isolation","p05","7eef-v","R04","Isolation"
"1348","3","o-3","p05","baa3-w","R04","o-<U+0295>"
"1349","2","o-o","p05","beet-w","R04","o-o"
"1350","1","o-o","p05","boosh-w","R04","o-o"
"1351","5","n-3","p02","noo3-w","R04","n-<U+0295>"
"1352","3","isolation","p02","noo3-v","R04","Isolation"
"1353","4","o-o","p02","daas-w","R04","o-o"
"1354","5","n-o","p02","maat-w","R04","n-o"
"1355","3","isolation","p02","maat-v","R04","Isolation"
"1356","4","7-n","p02","7en-w","R04","h-n"
"1357","5","o-n","p02","diin-w","R04","o-n"
"1358","2","o-7","p02","zaa7-w","R04","o-h"
"1359","2","o-3","p02","djuu3-w","R04","o-<U+0295>"
"1360","3","isolation","p02","djuu3-v","R04","Isolation"
"1361","5","n-7","p02","nuu7-w","R04","n-h"
"1362","3","isolation","p02","nuu7-v","R04","Isolation"
"1363","1","3--3","p02","3oo3-w","R04","<U+0295>-<U+0295>"
"1364","1","isolation","p02","3oo3-v","R04","Isolation"
"1365","1","o-7","p02","loo7-w","R04","o-h"
"1366","3","o-3","p02","bii3-w","R04","o-<U+0295>"
"1367","2","isolation","p02","bii3-v","R04","Isolation"
"1368","2","o-7","p02","zii7-w","R04","o-h"
"1369","5","n-o","p02","muus-w","R04","n-o"
"1370","4","n-o","p02","mooz-w","R04","n-o"
"1371","2","7-o","p02","7ook-w","R04","h-o"
"1372","4","7-n","p02","7oom-w","R04","h-n"
"1373","4","n-7","p02","naa7-w","R04","n-h"
"1374","2","3-o","p02","3aaf-w","R04","<U+0295>-o"
"1375","4","isolation","p02","naa7-v","R04","Isolation"
"1376","5","n-n","p02","naam-w","R04","n-n"
"1377","4","isolation","p02","naam-v","R04","Isolation"
"1378","5","o-n","p02","doom-w","R04","o-n"
"1379","2","isolation","p02","doom-v","R04","Isolation"
"1380","4","3-n","p02","3oon-w","R04","<U+0295>-n"
"1381","4","n-n","p02","noom-w","R04","n-n"
"1382","5","n-n","p02","muun-w","R04","n-n"
"1383","4","3-o","p02","3eeb-w","R04","<U+0295>-o"
"1384","5","o-n","p02","saam-w","R04","o-n"
"1385","4","isolation","p02","saam-v","R04","Isolation"
"1386","2","isolation","p02","3eeb-v","R04","Isolation"
"1387","4","3-n","p02","3aam-w","R04","<U+0295>-n"
"1388","2","7-o","p02","7aad-w","R04","h-o"
"1389","5","3-n","p02","3een-w","R04","<U+0295>-n"
"1390","1","3-o","p02","3iish-w","R04","<U+0295>-o"
"1391","4","7-o","p02","7eef-w","R04","h-o"
"1392","5","isolation","p02","7eef-v","R04","Isolation"
"1393","2","o-3","p02","baa3-w","R04","o-<U+0295>"
"1394","1","o-o","p02","beet-w","R04","o-o"
"1395","2","o-o","p02","boosh-w","R04","o-o"
"1396","5","n-3","p03","noo3-w","R04","n-<U+0295>"
"1397","2","isolation","p03","noo3-v","R04","Isolation"
"1398","2","o-o","p03","daas-w","R04","o-o"
"1399","4","n-o","p03","maat-w","R04","n-o"
"1400","2","isolation","p03","maat-v","R04","Isolation"
"1401","4","7-n","p03","7en-w","R04","h-n"
"1402","5","o-n","p03","diin-w","R04","o-n"
"1403","2","o-7","p03","zaa7-w","R04","o-h"
"1404","2","o-3","p03","djuu3-w","R04","o-<U+0295>"
"1405","3","isolation","p03","djuu3-v","R04","Isolation"
"1406","5","n-7","p03","nuu7-w","R04","n-h"
"1407","2","isolation","p03","nuu7-v","R04","Isolation"
"1408","1","3--3","p03","3oo3-w","R04","<U+0295>-<U+0295>"
"1409","3","isolation","p03","3oo3-v","R04","Isolation"
"1410","1","o-7","p03","loo7-w","R04","o-h"
"1411","1","o-3","p03","bii3-w","R04","o-<U+0295>"
"1412","3","isolation","p03","bii3-v","R04","Isolation"
"1413","1","o-7","p03","zii7-w","R04","o-h"
"1414","5","n-n","p03","muun-w","R04","n-n"
"1415","5","n-o","p03","muus-w","R04","n-o"
"1416","5","n-o","p03","mooz-w","R04","n-o"
"1417","1","7-o","p03","7ook-w","R04","h-o"
"1418","5","7-n","p03","7oom-w","R04","h-n"
"1419","1","3-o","p03","3aaf-w","R04","<U+0295>-o"
"1420","1","n-7","p03","naa7-w","R04","n-h"
"1421","1","isolation","p03","naa7-v","R04","Isolation"
"1422","4","n-n","p03","naam-w","R04","n-n"
"1423","1","isolation","p03","naam-v","R04","Isolation"
"1424","5","o-n","p03","doom-w","R04","o-n"
"1425","2","isolation","p03","doom-v","R04","Isolation"
"1426","5","3-n","p03","3oon-w","R04","<U+0295>-n"
"1427","5","n-n","p03","noom-w","R04","n-n"
"1428","4","3-o","p03","3eeb-w","R04","<U+0295>-o"
"1429","1","isolation","p03","3eeb-v","R04","Isolation"
"1430","5","3-n","p03","3aam-w","R04","<U+0295>-n"
"1431","2","7-o","p03","7aad-w","R04","h-o"
"1432","5","3-n","p03","3een-w","R04","<U+0295>-n"
"1433","1","3-o","p03","3iish-w","R04","<U+0295>-o"
"1434","1","7-o","p03","7eef-w","R04","h-o"
"1435","1","isolation","p03","7eef-v","R04","Isolation"
"1436","4","o-n","p03","saam-w","R04","o-n"
"1437","1","isolation","p03","saam-v","R04","Isolation"
"1438","2","o-3","p03","baa3-w","R04","o-<U+0295>"
"1439","1","o-o","p03","beet-w","R04","o-o"
"1440","1","o-o","p03","boosh-w","R04","o-o"
"1441","4","n-3","p06","noo3-w","R04","n-<U+0295>"
"1442","1","isolation","p06","noo3-v","R04","Isolation"
"1443","2","o-o","p06","daas-w","R04","o-o"
"1444","2","n-o","p06","maat-w","R04","n-o"
"1445","3","isolation","p06","maat-v","R04","Isolation"
"1446","5","7-n","p06","7en-w","R04","h-n"
"1447","3","o-n","p06","diin-w","R04","o-n"
"1448","2","o-7","p06","zaa7-w","R04","o-h"
"1449","1","o-3","p06","djuu3-w","R04","o-<U+0295>"
"1450","2","isolation","p06","djuu3-v","R04","Isolation"
"1451","5","n-7","p06","nuu7-w","R04","n-h"
"1452","1","isolation","p06","nuu7-v","R04","Isolation"
"1453","1","3--3","p06","3oo3-w","R04","<U+0295>-<U+0295>"
"1454","1","isolation","p06","3oo3-v","R04","Isolation"
"1455","3","o-7","p06","loo7-w","R04","o-h"
"1456","1","o-3","p06","bii3-w","R04","o-<U+0295>"
"1457","3","isolation","p06","bii3-v","R04","Isolation"
"1458","1","o-7","p06","zii7-w","R04","o-h"
"1459","4","n-n","p06","noom-w","R04","n-n"
"1460","5","n-n","p06","muun-w","R04","n-n"
"1461","5","n-o","p06","muus-w","R04","n-o"
"1462","2","n-o","p06","mooz-w","R04","n-o"
"1463","2","7-o","p06","7ook-w","R04","h-o"
"1464","3","7-n","p06","7oom-w","R04","h-n"
"1465","4","3-o","p06","3aaf-w","R04","<U+0295>-o"
"1466","3","n-7","p06","naa7-w","R04","n-h"
"1467","2","isolation","p06","naa7-v","R04","Isolation"
"1468","4","n-n","p06","naam-w","R04","n-n"
"1469","2","isolation","p06","naam-v","R04","Isolation"
"1470","3","o-n","p06","doom-w","R04","o-n"
"1471","2","isolation","p06","doom-v","R04","Isolation"
"1472","5","3-n","p06","3oon-w","R04","<U+0295>-n"
"1473","3","3-o","p06","3eeb-w","R04","<U+0295>-o"
"1474","4","isolation","p06","3eeb-v","R04","Isolation"
"1475","5","3-n","p06","3aam-w","R04","<U+0295>-n"
"1476","2","7-o","p06","7aad-w","R04","h-o"
"1477","4","3-n","p06","3een-w","R04","<U+0295>-n"
"1478","2","3-o","p06","3iish-w","R04","<U+0295>-o"
"1479","4","7-o","p06","7eef-w","R04","h-o"
"1480","2","isolation","p06","7eef-v","R04","Isolation"
"1481","4","o-n","p06","saam-w","R04","o-n"
"1482","4","isolation","p06","saam-v","R04","Isolation"
"1483","3","o-3","p06","baa3-w","R04","o-<U+0295>"
"1484","2","o-o","p06","beet-w","R04","o-o"
"1485","3","o-o","p06","boosh-w","R04","o-o"
"1486","4","n-3","p07","noo3-w","R04","n-<U+0295>"
"1487","2","isolation","p07","noo3-v","R04","Isolation"
"1488","2","o-3","p07","djuu3-w","R04","o-<U+0295>"
"1489","2","isolation","p07","djuu3-v","R04","Isolation"
"1490","3","n-7","p07","nuu7-w","R04","n-h"
"1491","1","isolation","p07","nuu7-v","R04","Isolation"
"1492","3","3--3","p07","3oo3-w","R04","<U+0295>-<U+0295>"
"1493","2","isolation","p07","3oo3-v","R04","Isolation"
"1494","2","o-7","p07","loo7-w","R04","o-h"
"1495","1","o-3","p07","bii3-w","R04","o-<U+0295>"
"1496","3","isolation","p07","bii3-v","R04","Isolation"
"1497","1","o-7","p07","zii7-w","R04","o-h"
"1498","4","o-o","p07","daas-w","R04","o-o"
"1499","5","n-o","p07","maat-w","R04","n-o"
"1500","4","isolation","p07","maat-v","R04","Isolation"
"1501","5","7-n","p07","7en-w","R04","h-n"
"1502","5","o-n","p07","diin-w","R04","o-n"
"1503","2","o-7","p07","zaa7-w","R04","o-h"
"1504","2","n-7","p07","naa7-w","R04","n-h"
"1505","4","isolation","p07","naa7-v","R04","Isolation"
